Id|Array ID|Date In|Date Out|Version Label|Status|Days in Step|Days in Step + Status
277|1|2024-07-25 14:56:00|2024-07-31 23:59:59|8|Issue Engagement|6|6 - Issue Engagement
277|2|2024-07-31 23:59:59||13|Duplicate/Related To|0|0 - Duplicate/Related To
278|1|2024-06-01 12:30:00|2024-07-11 13:30:00|6|Intake|40|40 - Intake
278|2|2024-07-11 13:30:00|2024-07-31 23:59:59|17|Issue Engagement|20|20 - Issue Engagement
278|3|2024-07-31 23:59:59||27|Monitored|0|0 - Monitored
279|1|2024-03-14 12:27:00|2024-04-19 19:27:00|6|Active Management|36|36 - Active Management
279|2|2024-04-19 19:27:00|2024-05-06 07:27:00|17|Intake|16|16 - Intake
279|3|2024-05-06 07:27:00||19|Deleted/Error|86|86 - Deleted/Error
280|1|2023-02-10 15:08:00|2023-03-03 16:08:00|6|Intake|21|21 - Intake
280|2|2023-03-03 16:08:00|2023-04-15 00:08:00|17|Intake|42|42 - Intake
280|3|2023-04-15 00:08:00||23|Deleted/Error|473|473 - Deleted/Error
281|1|2022-07-30 09:44:00|2022-08-17 13:44:00|8|Pending Closure|18|18 - Pending Closure
281|2|2022-08-17 13:44:00|2022-09-30 00:44:00|11|Deleted/Error|43|43 - Deleted/Error
281|3|2022-09-30 00:44:00||16|Duplicate/Related To|670|670 - Duplicate/Related To
282|1|2023-12-02 15:38:00|2023-12-09 16:38:00|1|Duplicate/Related To|7|7 - Duplicate/Related To
282|2|2023-12-09 16:38:00|2023-12-26 23:38:00|8|Closed|17|17 - Closed
282|3|2023-12-26 23:38:00||11|Intake|218|218 - Intake
283|1|2024-06-23 14:46:00|2024-07-31 23:59:59|2|Intake|38|38 - Intake
283|2|2024-07-31 23:59:59||7|Monitored|0|0 - Monitored
284|1|2024-04-06 13:12:00|2024-04-28 14:12:00|1|Monitored|22|22 - Monitored
284|2|2024-04-28 14:12:00||4|Closed|94|94 - Closed
285|1|2023-07-30 12:23:00||7|Closed|367|367 - Closed
286|1|2023-07-10 13:36:00|2023-08-17 22:36:00|4|Active Management|38|38 - Active Management
286|2|2023-08-17 22:36:00|2023-08-30 23:36:00|15|Issue Engagement|13|13 - Issue Engagement
286|3|2023-08-30 23:36:00|2023-10-07 10:36:00|17|Active Management|37|37 - Active Management
286|4|2023-10-07 10:36:00||27|Pending Closure|298|298 - Pending Closure
287|1|2022-05-04 12:02:00|2022-05-27 17:02:00|7|Active Management|23|23 - Active Management
287|2|2022-05-27 17:02:00||13|Monitored|796|796 - Monitored
288|1|2022-11-10 08:17:00|2022-11-18 13:17:00|5|Active Management|8|8 - Active Management
288|2|2022-11-18 13:17:00|2022-12-19 01:17:00|8|Issue Engagement|30|30 - Issue Engagement
288|3|2022-12-19 01:17:00||10|Pending Closure|590|590 - Pending Closure
289|1|2022-07-14 08:13:00|2022-07-20 08:13:00|2|Closed|6|6 - Closed
289|2|2022-07-20 08:13:00|2022-08-26 09:13:00|6|Active Management|37|37 - Active Management
289|3|2022-08-26 09:13:00||15|Duplicate/Related To|705|705 - Duplicate/Related To
290|1|2023-08-12 14:02:00|2023-08-13 23:02:00|6|Active Management|1|1 - Active Management
290|2|2023-08-13 23:02:00|2023-08-26 09:02:00|9|Monitored|12|12 - Monitored
290|3|2023-08-26 09:02:00||16|Duplicate/Related To|340|340 - Duplicate/Related To
291|1|2022-12-10 14:06:00|2022-12-14 14:06:00|8|Deleted/Error|4|4 - Deleted/Error
291|2|2022-12-14 14:06:00||18|Duplicate/Related To|595|595 - Duplicate/Related To
292|1|2023-12-27 13:03:00|2024-02-02 23:03:00|6|Monitored|37|37 - Monitored
292|2|2024-02-02 23:03:00|2024-03-19 11:03:00|16|Duplicate/Related To|45|45 - Duplicate/Related To
292|3|2024-03-19 11:03:00|2024-03-24 22:03:00|28|Issue Engagement|5|5 - Issue Engagement
292|4|2024-03-24 22:03:00||29|Closed|129|129 - Closed
294|1|2023-10-26 12:52:00|2023-11-11 21:52:00|8|Pending Closure|16|16 - Pending Closure
294|2|2023-11-11 21:52:00||16|Duplicate/Related To|263|263 - Duplicate/Related To
295|1|2023-11-30 15:53:00|2023-12-06 18:53:00|8|Deleted/Error|6|6 - Deleted/Error
295|2|2023-12-06 18:53:00|2023-12-27 21:53:00|12|Closed|21|21 - Closed
295|3|2023-12-27 21:53:00||15|Pending Closure|217|217 - Pending Closure
296|1|2022-11-21 15:35:00|2023-01-01 15:35:00|5|Active Management|41|41 - Active Management
296|2|2023-01-01 15:35:00|2023-01-14 18:35:00|10|Monitored|13|13 - Monitored
296|3|2023-01-14 18:35:00|2023-02-26 18:35:00|13|Closed|43|43 - Closed
296|4|2023-02-26 18:35:00||23|Pending Closure|521|521 - Pending Closure
297|1|2023-11-04 13:51:00|2023-12-05 22:51:00|4|Intake|31|31 - Intake
297|2|2023-12-05 22:51:00||9|Issue Engagement|239|239 - Issue Engagement
298|1|2022-08-11 10:17:00|2022-08-18 15:17:00|4|Active Management|7|7 - Active Management
298|2|2022-08-18 15:17:00|2022-10-02 21:17:00|10|Monitored|45|45 - Monitored
298|3|2022-10-02 21:17:00||15|Issue Engagement|668|668 - Issue Engagement
299|1|2022-08-22 14:04:00|2022-08-31 22:04:00|4|Closed|9|9 - Closed
299|2|2022-08-31 22:04:00|2022-10-06 05:04:00|13|Deleted/Error|35|35 - Deleted/Error
299|3|2022-10-06 05:04:00|2022-11-19 07:04:00|19|Issue Engagement|44|44 - Issue Engagement
299|4|2022-11-19 07:04:00||30|Monitored|620|620 - Monitored
300|1|2024-02-22 13:24:00|2024-03-21 20:24:00|3|Intake|28|28 - Intake
300|2|2024-03-21 20:24:00|2024-04-11 02:24:00|7|Monitored|20|20 - Monitored
300|3|2024-04-11 02:24:00||19|Duplicate/Related To|111|111 - Duplicate/Related To
301|1|2024-02-08 15:44:00|2024-03-22 21:44:00|8|Pending Closure|43|43 - Pending Closure
301|2|2024-03-22 21:44:00|2024-04-25 04:44:00|12|Deleted/Error|33|33 - Deleted/Error
301|3|2024-04-25 04:44:00||16|Closed|97|97 - Closed
302|1|2022-06-27 08:21:00|2022-07-26 19:21:00|6|Duplicate/Related To|29|29 - Duplicate/Related To
302|2|2022-07-26 19:21:00|2022-09-05 21:21:00|8|Issue Engagement|41|41 - Issue Engagement
302|3|2022-09-05 21:21:00||15|Monitored|695|695 - Monitored
303|1|2024-04-24 14:39:00|2024-05-31 17:39:00|2|Duplicate/Related To|37|37 - Duplicate/Related To
303|2|2024-05-31 17:39:00||14|Pending Closure|61|61 - Pending Closure
304|1|2023-03-30 09:26:00|2023-05-09 09:26:00|3|Deleted/Error|40|40 - Deleted/Error
304|2|2023-05-09 09:26:00|2023-06-02 21:26:00|8|Deleted/Error|24|24 - Deleted/Error
304|3|2023-06-02 21:26:00|2023-06-30 09:26:00|10|Deleted/Error|27|27 - Deleted/Error
304|4|2023-06-30 09:26:00||17|Pending Closure|397|397 - Pending Closure
305|1|2022-08-28 12:37:00|2022-09-10 18:37:00|1|Deleted/Error|13|13 - Deleted/Error
305|2|2022-09-10 18:37:00|2022-10-23 02:37:00|12|Active Management|42|42 - Active Management
305|3|2022-10-23 02:37:00||17|Monitored|647|647 - Monitored
306|1|2022-08-15 10:07:00|2022-08-20 14:07:00|8|Pending Closure|5|5 - Pending Closure
306|2|2022-08-20 14:07:00|2022-10-03 23:07:00|10|Closed|44|44 - Closed
306|3|2022-10-03 23:07:00|2022-11-05 11:07:00|21|Closed|32|32 - Closed
306|4|2022-11-05 11:07:00||22|Intake|634|634 - Intake
307|1|2023-03-19 10:20:00|2023-03-28 11:20:00|7|Duplicate/Related To|9|9 - Duplicate/Related To
307|2|2023-03-28 11:20:00||8|Pending Closure|491|491 - Pending Closure
308|1|2024-07-07 11:35:00|2024-07-16 18:35:00|6|Duplicate/Related To|9|9 - Duplicate/Related To
308|2|2024-07-16 18:35:00|2024-07-30 06:35:00|9|Issue Engagement|13|13 - Issue Engagement
308|3|2024-07-30 06:35:00||21|Intake|1|1 - Intake
309|1|2023-10-06 15:48:00|2023-10-21 02:48:00|3|Pending Closure|14|14 - Pending Closure
309|2|2023-10-21 02:48:00|2023-12-04 14:48:00|11|Closed|44|44 - Closed
309|3|2023-12-04 14:48:00|2023-12-29 19:48:00|12|Monitored|25|25 - Monitored
309|4|2023-12-29 19:48:00||21|Issue Engagement|215|215 - Issue Engagement
310|1|2023-03-13 15:01:00|2023-04-08 00:01:00|3|Issue Engagement|25|25 - Issue Engagement
310|2|2023-04-08 00:01:00||14|Pending Closure|480|480 - Pending Closure
311|1|2023-05-14 14:12:00|2023-05-24 20:12:00|3|Active Management|10|10 - Active Management
311|2|2023-05-24 20:12:00||11|Pending Closure|434|434 - Pending Closure
312|1|2023-04-19 16:56:00|2023-05-01 02:56:00|6|Pending Closure|11|11 - Pending Closure
312|2|2023-05-01 02:56:00|2023-06-06 08:56:00|7|Intake|36|36 - Intake
312|3|2023-06-06 08:56:00|2023-07-15 10:56:00|15|Duplicate/Related To|39|39 - Duplicate/Related To
312|4|2023-07-15 10:56:00||18|Closed|382|382 - Closed
313|1|2022-09-12 16:54:00|2022-10-08 00:54:00|6|Deleted/Error|25|25 - Deleted/Error
313|2|2022-10-08 00:54:00|2022-10-18 09:54:00|16|Deleted/Error|10|10 - Deleted/Error
313|3|2022-10-18 09:54:00||26|Duplicate/Related To|652|652 - Duplicate/Related To
314|1|2022-08-02 10:37:00|2022-08-29 20:37:00|5|Monitored|27|27 - Monitored
314|2|2022-08-29 20:37:00|2022-09-14 07:37:00|14|Intake|15|15 - Intake
314|3|2022-09-14 07:37:00||24|Closed|686|686 - Closed
315|1|2022-05-30 08:49:00|2022-06-19 16:49:00|4|Active Management|20|20 - Active Management
315|2|2022-06-19 16:49:00|2022-06-26 16:49:00|7|Intake|7|7 - Intake
315|3|2022-06-26 16:49:00||11|Monitored|766|766 - Monitored
316|1|2023-05-28 15:42:00|2023-06-12 20:42:00|4|Closed|15|15 - Closed
316|2|2023-06-12 20:42:00|2023-06-27 20:42:00|16|Intake|15|15 - Intake
316|3|2023-06-27 20:42:00|2023-08-12 04:42:00|17|Issue Engagement|45|45 - Issue Engagement
316|4|2023-08-12 04:42:00||20|Deleted/Error|354|354 - Deleted/Error
317|1|2022-08-25 10:36:00||7|Active Management|706|706 - Active Management
318|1|2024-07-19 14:38:00|2024-07-31 23:59:59|8|Deleted/Error|12|12 - Deleted/Error
318|2|2024-07-31 23:59:59||12|Active Management|0|0 - Active Management
319|1|2022-11-03 10:12:00|2022-11-14 17:12:00|7|Intake|11|11 - Intake
319|2|2022-11-14 17:12:00|2022-12-11 23:12:00|13|Duplicate/Related To|27|27 - Duplicate/Related To
319|3|2022-12-11 23:12:00||22|Pending Closure|598|598 - Pending Closure
320|1|2023-12-10 16:56:00||4|Active Management|234|234 - Active Management
321|1|2022-06-11 16:42:00|2022-07-23 02:42:00|1|Pending Closure|41|41 - Pending Closure
321|2|2022-07-23 02:42:00|2022-07-30 14:42:00|9|Intake|7|7 - Intake
321|3|2022-07-30 14:42:00|2022-08-27 17:42:00|13|Pending Closure|28|28 - Pending Closure
321|4|2022-08-27 17:42:00||20|Active Management|704|704 - Active Management
322|1|2023-09-06 12:59:00||4|Pending Closure|329|329 - Pending Closure
323|1|2022-06-01 13:06:00|2022-06-28 23:06:00|1|Intake|27|27 - Intake
323|2|2022-06-28 23:06:00||3|Issue Engagement|764|764 - Issue Engagement
324|1|2023-12-23 14:57:00|2024-01-13 16:57:00|1|Closed|21|21 - Closed
324|2|2024-01-13 16:57:00|2024-02-12 23:57:00|9|Intake|30|30 - Intake
324|3|2024-02-12 23:57:00||20|Issue Engagement|170|170 - Issue Engagement
325|1|2022-06-07 13:04:00|2022-07-13 20:04:00|4|Monitored|36|36 - Monitored
325|2|2022-07-13 20:04:00||6|Intake|749|749 - Intake
326|1|2022-05-15 09:21:00|2022-06-12 14:21:00|5|Duplicate/Related To|28|28 - Duplicate/Related To
326|2|2022-06-12 14:21:00|2022-06-27 14:21:00|17|Monitored|15|15 - Monitored
326|3|2022-06-27 14:21:00||21|Issue Engagement|765|765 - Issue Engagement
327|1|2023-03-27 14:30:00|2023-05-09 22:30:00|5|Closed|43|43 - Closed
327|2|2023-05-09 22:30:00||10|Deleted/Error|449|449 - Deleted/Error
328|1|2024-01-17 14:09:00|2024-02-27 18:09:00|1|Active Management|41|41 - Active Management
328|2|2024-02-27 18:09:00||8|Intake|155|155 - Intake
329|1|2024-07-27 15:09:00|2024-07-31 23:59:59|5|Deleted/Error|4|4 - Deleted/Error
329|2|2024-07-31 23:59:59||10|Monitored|0|0 - Monitored
330|1|2023-02-02 08:38:00|2023-03-03 09:38:00|3|Issue Engagement|29|29 - Issue Engagement
330|2|2023-03-03 09:38:00||8|Deleted/Error|516|516 - Deleted/Error
331|1|2024-01-25 08:31:00|2024-01-29 10:31:00|8|Issue Engagement|4|4 - Issue Engagement
331|2|2024-01-29 10:31:00||16|Closed|184|184 - Closed
332|1|2024-07-30 09:16:00|2024-07-31 23:59:59|4|Duplicate/Related To|1|1 - Duplicate/Related To
332|2|2024-07-31 23:59:59||16|Active Management|0|0 - Active Management
333|1|2022-05-07 08:14:00|2022-05-13 10:14:00|1|Deleted/Error|6|6 - Deleted/Error
333|2|2022-05-13 10:14:00|2022-06-24 14:14:00|12|Duplicate/Related To|42|42 - Duplicate/Related To
333|3|2022-06-24 14:14:00||19|Monitored|768|768 - Monitored
334|1|2024-06-22 14:26:00|2024-06-30 21:26:00|6|Closed|8|8 - Closed
334|2|2024-06-30 21:26:00|2024-07-27 05:26:00|16|Monitored|26|26 - Monitored
334|3|2024-07-27 05:26:00||18|Intake|4|4 - Intake
335|1|2024-07-23 12:02:00||4|Duplicate/Related To|8|8 - Duplicate/Related To
336|1|2022-06-14 11:09:00|2022-07-28 18:09:00|2|Active Management|44|44 - Active Management
336|2|2022-07-28 18:09:00|2022-09-07 22:09:00|3|Active Management|41|41 - Active Management
336|3|2022-09-07 22:09:00|2022-10-17 22:09:00|14|Active Management|40|40 - Active Management
336|4|2022-10-17 22:09:00||16|Monitored|653|653 - Monitored
337|1|2023-06-24 11:00:00|2023-07-14 19:00:00|8|Active Management|20|20 - Active Management
337|2|2023-07-14 19:00:00|2023-07-24 01:00:00|12|Pending Closure|9|9 - Pending Closure
337|3|2023-07-24 01:00:00||13|Closed|373|373 - Closed
338|1|2022-09-26 08:01:00|2022-10-09 09:01:00|6|Pending Closure|13|13 - Pending Closure
338|2|2022-10-09 09:01:00|2022-11-20 20:01:00|10|Pending Closure|42|42 - Pending Closure
338|3|2022-11-20 20:01:00||22|Issue Engagement|619|619 - Issue Engagement
339|1|2024-06-03 14:32:00||5|Monitored|58|58 - Monitored
340|1|2023-10-29 08:40:00|2023-11-11 09:40:00|3|Issue Engagement|13|13 - Issue Engagement
340|2|2023-11-11 09:40:00|2023-11-29 20:40:00|10|Closed|18|18 - Closed
340|3|2023-11-29 20:40:00||13|Deleted/Error|245|245 - Deleted/Error
341|1|2022-10-02 10:45:00|2022-10-30 21:45:00|1|Intake|28|28 - Intake
341|2|2022-10-30 21:45:00||3|Deleted/Error|640|640 - Deleted/Error
342|1|2023-08-24 16:38:00|2023-10-07 18:38:00|4|Pending Closure|44|44 - Pending Closure
342|2|2023-10-07 18:38:00||6|Deleted/Error|298|298 - Deleted/Error
343|1|2022-08-01 11:48:00||5|Deleted/Error|730|730 - Deleted/Error
344|1|2023-11-10 12:51:00|2023-11-17 14:51:00|1|Monitored|7|7 - Monitored
344|2|2023-11-17 14:51:00|2023-12-05 14:51:00|5|Active Management|18|18 - Active Management
344|3|2023-12-05 14:51:00|2023-12-26 14:51:00|17|Deleted/Error|21|21 - Deleted/Error
344|4|2023-12-26 14:51:00||22|Closed|218|218 - Closed
345|1|2023-03-06 10:12:00|2023-03-22 12:12:00|1|Issue Engagement|16|16 - Issue Engagement
345|2|2023-03-22 12:12:00|2023-04-28 23:12:00|13|Issue Engagement|37|37 - Issue Engagement
345|3|2023-04-28 23:12:00||22|Deleted/Error|460|460 - Deleted/Error
347|1|2023-06-02 11:37:00||4|Closed|425|425 - Closed
348|1|2023-03-04 16:46:00|2023-04-07 21:46:00|1|Deleted/Error|34|34 - Deleted/Error
348|2|2023-04-07 21:46:00|2023-04-10 04:46:00|2|Closed|2|2 - Closed
348|3|2023-04-10 04:46:00|2023-05-07 14:46:00|3|Duplicate/Related To|27|27 - Duplicate/Related To
348|4|2023-05-07 14:46:00||10|Pending Closure|451|451 - Pending Closure
349|1|2022-12-31 14:52:00|2023-02-01 22:52:00|7|Pending Closure|32|32 - Pending Closure
349|2|2023-02-01 22:52:00|2023-03-08 10:52:00|16|Active Management|34|34 - Active Management
349|3|2023-03-08 10:52:00||20|Closed|511|511 - Closed
350|1|2023-05-23 08:10:00|2023-06-30 10:10:00|5|Duplicate/Related To|38|38 - Duplicate/Related To
350|2|2023-06-30 10:10:00|2023-08-01 22:10:00|15|Deleted/Error|32|32 - Deleted/Error
350|3|2023-08-01 22:10:00||16|Closed|365|365 - Closed
351|1|2024-04-14 16:31:00|2024-05-24 18:31:00|8|Pending Closure|40|40 - Pending Closure
351|2|2024-05-24 18:31:00||15|Intake|68|68 - Intake
352|1|2022-12-21 16:44:00|2023-01-14 20:44:00|8|Deleted/Error|24|24 - Deleted/Error
352|2|2023-01-14 20:44:00||16|Closed|564|564 - Closed
353|1|2023-08-14 09:19:00|2023-09-13 16:19:00|7|Duplicate/Related To|30|30 - Duplicate/Related To
353|2|2023-09-13 16:19:00|2023-10-07 04:19:00|19|Closed|23|23 - Closed
353|3|2023-10-07 04:19:00||23|Intake|298|298 - Intake
355|1|2023-12-17 14:58:00|2023-12-19 01:58:00|7|Deleted/Error|1|1 - Deleted/Error
355|2|2023-12-19 01:58:00|2024-01-10 09:58:00|16|Monitored|22|22 - Monitored
355|3|2024-01-10 09:58:00|2024-02-02 17:58:00|19|Duplicate/Related To|23|23 - Duplicate/Related To
355|4|2024-02-02 17:58:00||28|Active Management|180|180 - Active Management
356|1|2023-01-14 15:59:00||3|Deleted/Error|564|564 - Deleted/Error
357|1|2023-04-07 12:45:00|2023-04-28 17:45:00|2|Monitored|21|21 - Monitored
357|2|2023-04-28 17:45:00||3|Closed|460|460 - Closed
358|1|2023-12-10 16:56:00|2024-01-15 03:56:00|2|Intake|35|35 - Intake
358|2|2024-01-15 03:56:00||13|Duplicate/Related To|198|198 - Duplicate/Related To
359|1|2022-06-18 15:26:00|2022-07-19 20:26:00|8|Closed|31|31 - Closed
359|2|2022-07-19 20:26:00||20|Monitored|743|743 - Monitored
360|1|2023-06-03 12:05:00|2023-07-01 12:05:00|2|Monitored|28|28 - Monitored
360|2|2023-07-01 12:05:00|2023-07-06 23:05:00|4|Monitored|5|5 - Monitored
360|3|2023-07-06 23:05:00||16|Issue Engagement|391|391 - Issue Engagement
361|1|2023-02-07 15:39:00|2023-03-16 21:39:00|8|Pending Closure|37|37 - Pending Closure
361|2|2023-03-16 21:39:00||10|Issue Engagement|503|503 - Issue Engagement
362|1|2023-03-26 11:02:00|2023-04-11 21:02:00|8|Closed|16|16 - Closed
362|2|2023-04-11 21:02:00|2023-05-16 01:02:00|16|Intake|34|34 - Intake
362|3|2023-05-16 01:02:00||23|Duplicate/Related To|442|442 - Duplicate/Related To
363|1|2023-08-02 08:02:00|2023-08-17 11:02:00|3|Active Management|15|15 - Active Management
363|2|2023-08-17 11:02:00|2023-08-24 23:02:00|7|Issue Engagement|7|7 - Issue Engagement
363|3|2023-08-24 23:02:00||10|Intake|342|342 - Intake
365|1|2022-07-10 11:33:00|2022-07-11 13:33:00|8|Pending Closure|1|1 - Pending Closure
365|2|2022-07-11 13:33:00||16|Deleted/Error|751|751 - Deleted/Error
366|1|2022-05-03 15:46:00|2022-05-28 22:46:00|4|Deleted/Error|25|25 - Deleted/Error
366|2|2022-05-28 22:46:00|2022-07-06 03:46:00|15|Pending Closure|38|38 - Pending Closure
366|3|2022-07-06 03:46:00|2022-08-02 05:46:00|22|Active Management|27|27 - Active Management
366|4|2022-08-02 05:46:00||33|Closed|729|729 - Closed
367|1|2024-06-14 16:23:00|2024-07-15 19:23:00|2|Closed|31|31 - Closed
367|2|2024-07-15 19:23:00|2024-07-31 23:59:59|4|Intake|16|16 - Intake
367|3|2024-07-31 23:59:59||7|Issue Engagement|0|0 - Issue Engagement
368|1|2024-07-15 10:30:00|2024-07-27 20:30:00|6|Duplicate/Related To|12|12 - Duplicate/Related To
368|2|2024-07-27 20:30:00|2024-07-31 23:59:59|11|Issue Engagement|4|4 - Issue Engagement
368|3|2024-07-31 23:59:59||14|Monitored|0|0 - Monitored
369|1|2022-08-15 09:31:00|2022-09-05 10:31:00|6|Pending Closure|21|21 - Pending Closure
369|2|2022-09-05 10:31:00|2022-09-29 11:31:00|9|Issue Engagement|24|24 - Issue Engagement
369|3|2022-09-29 11:31:00||20|Closed|671|671 - Closed
370|1|2024-05-30 15:52:00|2024-06-19 18:52:00|7|Active Management|20|20 - Active Management
370|2|2024-06-19 18:52:00||17|Duplicate/Related To|42|42 - Duplicate/Related To
371|1|2022-08-04 15:30:00|2022-09-10 15:30:00|7|Deleted/Error|37|37 - Deleted/Error
371|2|2022-09-10 15:30:00|2022-10-06 00:30:00|18|Monitored|25|25 - Monitored
371|3|2022-10-06 00:30:00||25|Issue Engagement|664|664 - Issue Engagement
373|1|2022-05-28 09:22:00|2022-06-03 21:22:00|3|Active Management|6|6 - Active Management
373|2|2022-06-03 21:22:00||4|Intake|789|789 - Intake
374|1|2023-09-08 12:30:00||3|Monitored|327|327 - Monitored
375|1|2022-12-25 15:26:00||1|Deleted/Error|584|584 - Deleted/Error
376|1|2023-11-15 08:28:00|2023-11-22 08:28:00|6|Active Management|7|7 - Active Management
376|2|2023-11-22 08:28:00|2023-12-31 16:28:00|11|Pending Closure|39|39 - Pending Closure
376|3|2023-12-31 16:28:00||18|Duplicate/Related To|213|213 - Duplicate/Related To
377|1|2024-07-23 14:33:00||7|Deleted/Error|8|8 - Deleted/Error
378|1|2023-01-12 16:50:00|2023-01-16 21:50:00|7|Pending Closure|4|4 - Pending Closure
378|2|2023-01-16 21:50:00|2023-02-14 09:50:00|8|Issue Engagement|28|28 - Issue Engagement
378|3|2023-02-14 09:50:00||12|Closed|533|533 - Closed
379|1|2023-06-04 08:56:00|2023-07-17 16:56:00|2|Duplicate/Related To|43|43 - Duplicate/Related To
379|2|2023-07-17 16:56:00|2023-07-28 04:56:00|12|Pending Closure|10|10 - Pending Closure
379|3|2023-07-28 04:56:00||13|Monitored|369|369 - Monitored
380|1|2023-02-21 10:22:00|2023-03-11 15:22:00|1|Deleted/Error|18|18 - Deleted/Error
380|2|2023-03-11 15:22:00||13|Active Management|508|508 - Active Management
381|1|2024-02-13 15:47:00|2024-03-26 00:47:00|6|Intake|41|41 - Intake
381|2|2024-03-26 00:47:00|2024-04-20 09:47:00|12|Duplicate/Related To|25|25 - Duplicate/Related To
381|3|2024-04-20 09:47:00||23|Active Management|102|102 - Active Management
382|1|2023-07-02 11:55:00|2023-07-07 17:55:00|6|Active Management|5|5 - Active Management
382|2|2023-07-07 17:55:00||18|Issue Engagement|390|390 - Issue Engagement
383|1|2024-05-25 15:37:00|2024-06-23 03:37:00|7|Monitored|28|28 - Monitored
383|2|2024-06-23 03:37:00|2024-07-04 11:37:00|11|Duplicate/Related To|11|11 - Duplicate/Related To
383|3|2024-07-04 11:37:00||14|Deleted/Error|27|27 - Deleted/Error
384|1|2023-11-10 14:21:00|2023-12-22 21:21:00|5|Intake|42|42 - Intake
384|2|2023-12-22 21:21:00|2024-01-31 02:21:00|13|Pending Closure|39|39 - Pending Closure
384|3|2024-01-31 02:21:00||21|Closed|182|182 - Closed
385|1|2023-01-16 15:04:00|2023-01-31 01:04:00|6|Duplicate/Related To|14|14 - Duplicate/Related To
385|2|2023-01-31 01:04:00|2023-02-25 05:04:00|10|Duplicate/Related To|25|25 - Duplicate/Related To
385|3|2023-02-25 05:04:00||20|Intake|522|522 - Intake
386|1|2023-06-10 08:15:00|2023-07-04 08:15:00|4|Deleted/Error|24|24 - Deleted/Error
386|2|2023-07-04 08:15:00||7|Issue Engagement|393|393 - Issue Engagement
387|1|2023-07-12 16:02:00|2023-07-31 17:02:00|5|Deleted/Error|19|19 - Deleted/Error
387|2|2023-07-31 17:02:00|2023-08-15 04:02:00|10|Duplicate/Related To|14|14 - Duplicate/Related To
387|3|2023-08-15 04:02:00|2023-09-06 13:02:00|11|Deleted/Error|22|22 - Deleted/Error
387|4|2023-09-06 13:02:00||17|Pending Closure|329|329 - Pending Closure
388|1|2022-06-25 15:37:00|2022-07-19 17:37:00|3|Monitored|24|24 - Monitored
388|2|2022-07-19 17:37:00||15|Closed|743|743 - Closed
389|1|2022-08-25 09:45:00|2022-09-12 15:45:00|7|Deleted/Error|18|18 - Deleted/Error
389|2|2022-09-12 15:45:00||9|Pending Closure|688|688 - Pending Closure
390|1|2023-06-13 16:36:00|2023-06-24 16:36:00|5|Active Management|11|11 - Active Management
390|2|2023-06-24 16:36:00|2023-07-03 19:36:00|12|Closed|9|9 - Closed
390|3|2023-07-03 19:36:00||21|Duplicate/Related To|394|394 - Duplicate/Related To
391|1|2023-10-30 15:03:00|2023-11-23 17:03:00|1|Active Management|24|24 - Active Management
391|2|2023-11-23 17:03:00||10|Deleted/Error|251|251 - Deleted/Error
392|1|2022-05-09 15:57:00|2022-06-02 22:57:00|8|Pending Closure|24|24 - Pending Closure
392|2|2022-06-02 22:57:00|2022-07-14 01:57:00|13|Active Management|41|41 - Active Management
392|3|2022-07-14 01:57:00||18|Monitored|748|748 - Monitored
393|1|2023-06-29 13:23:00|2023-08-10 20:23:00|3|Deleted/Error|42|42 - Deleted/Error
393|2|2023-08-10 20:23:00||9|Active Management|356|356 - Active Management
395|1|2023-01-29 15:38:00||8|Intake|549|549 - Intake
396|1|2024-03-28 10:19:00|2024-05-01 17:19:00|4|Closed|34|34 - Closed
396|2|2024-05-01 17:19:00|2024-05-30 18:19:00|7|Deleted/Error|29|29 - Deleted/Error
396|3|2024-05-30 18:19:00||8|Intake|62|62 - Intake
397|1|2022-06-10 16:21:00||3|Closed|782|782 - Closed
398|1|2024-01-15 09:17:00|2024-02-09 15:17:00|6|Pending Closure|25|25 - Pending Closure
398|2|2024-02-09 15:17:00||17|Issue Engagement|173|173 - Issue Engagement
399|1|2024-04-01 09:46:00|2024-04-20 11:46:00|7|Issue Engagement|19|19 - Issue Engagement
399|2|2024-04-20 11:46:00|2024-05-22 15:46:00|17|Deleted/Error|32|32 - Deleted/Error
399|3|2024-05-22 15:46:00|2024-06-21 01:46:00|29|Duplicate/Related To|29|29 - Duplicate/Related To
399|4|2024-06-21 01:46:00||35|Monitored|40|40 - Monitored
400|1|2023-02-13 16:39:00||5|Duplicate/Related To|534|534 - Duplicate/Related To
401|1|2023-05-02 11:14:00|2023-05-26 18:14:00|4|Deleted/Error|24|24 - Deleted/Error
401|2|2023-05-26 18:14:00||11|Monitored|432|432 - Monitored
402|1|2024-03-04 16:43:00||6|Issue Engagement|149|149 - Issue Engagement
403|1|2022-09-14 15:34:00|2022-10-25 17:34:00|2|Issue Engagement|41|41 - Issue Engagement
403|2|2022-10-25 17:34:00|2022-11-12 05:34:00|13|Closed|17|17 - Closed
403|3|2022-11-12 05:34:00||17|Intake|627|627 - Intake
404|1|2023-06-16 09:47:00||3|Monitored|411|411 - Monitored
406|1|2023-12-21 16:01:00|2024-01-26 17:01:00|8|Active Management|36|36 - Active Management
406|2|2024-01-26 17:01:00|2024-02-02 05:01:00|13|Deleted/Error|6|6 - Deleted/Error
406|3|2024-02-02 05:01:00||23|Issue Engagement|180|180 - Issue Engagement
