Id|Array ID|Date In|Date Out|Version Label|Status|Time Open
321|2|2022-06-26 01:48:00|2022-07-21 10:48:00|16|Active Management|25
321|3|2022-07-21 10:48:00||25|Sent to Region Hub|741
322|1|2023-09-06 15:22:00|2023-09-26 19:22:00|4|Monitored|20
322|2|2023-09-26 19:22:00||12|Council|309
323|1|2022-06-01 16:42:00|2022-06-25 01:42:00|3|Informatics Analysis|23
323|2|2022-06-25 01:42:00|2022-06-29 11:42:00|4|System Integration Office Input/Action|4
323|3|2022-06-29 11:42:00||16|Council|763
324|1|2023-12-23 13:10:00|2024-01-12 20:10:00|2|Monitored|20
324|2|2024-01-12 20:10:00|2024-02-19 23:10:00|9|Non Coordination Team Issue|38
324|3|2024-02-19 23:10:00|2024-03-05 07:10:00|16|Pending Coordination Team Closure|14
324|4|2024-03-05 07:10:00||17|Resolved - Action to Enterprise to Validate|148
325|1|2022-06-07 16:57:00|2022-06-21 20:57:00|4|Intake|14
325|2|2022-06-21 20:57:00||14|Coordinating with Council|771
326|1|2022-05-15 09:25:00|2022-06-06 10:25:00|6|Archived|22
326|2|2022-06-06 10:25:00||12|Issue Engagement|786
327|1|2023-03-27 09:06:00|2023-04-10 20:06:00|1|Issue on Hold|14
327|2|2023-04-10 20:06:00||10|Sent to Region Hub|478
328|1|2024-01-17 15:31:00|2024-03-02 21:31:00|4|Informatics Analysis|45
328|2|2024-03-02 21:31:00|2024-03-23 22:31:00|6|System Integration Office Input/Action|21
328|3|2024-03-23 22:31:00|2024-04-23 23:31:00|16|Informatics Analysis|31
328|4|2024-04-23 23:31:00||24|Closed|99
329|1|2024-07-27 11:07:00|2024-07-31 23:59:59|1|Active Management|4
329|2|2024-07-31 23:59:59||9|Duplicate/Related To|0
330|1|2023-02-02 11:26:00|2023-02-13 23:26:00|3|Council|11
330|2|2023-02-13 23:26:00||4|Awaiting Information Response|534
331|1|2024-01-25 09:33:00|2024-02-04 09:33:00|3|Council|10
331|2|2024-02-04 09:33:00||9|Enterprise Input/Action|178
332|1|2024-07-30 16:34:00|2024-07-31 23:59:59|6|Intake|1
332|2|2024-07-31 23:59:59||10|Non Coordination Team Issue|0
333|1|2022-05-07 11:01:00|2022-05-27 13:01:00|6|Non Coordination Team Issue|20
333|2|2022-05-27 13:01:00|2022-07-05 23:01:00|13|Intake|39
333|3|2022-07-05 23:01:00||15|To Solutioning|757
334|1|2024-06-22 16:25:00|2024-07-20 21:25:00|5|Closed|28
334|2|2024-07-20 21:25:00||12|Coordination Team Intake|11
335|1|2024-07-23 15:39:00|2024-07-31 23:59:59|6|System Integration Office Input/Action|8
335|2|2024-07-31 23:59:59||9|Pending Closure|0
336|1|2022-06-14 13:46:00|2022-07-08 21:46:00|5|Monitored|24
336|2|2022-07-08 21:46:00|2022-07-14 04:46:00|7|Deleted/Error|5
336|3|2022-07-14 04:46:00|2022-07-19 10:46:00|16|Active Management|5
336|4|2022-07-19 10:46:00||26|Resolved/Completed|743
337|1|2023-06-24 09:37:00|2023-07-20 14:37:00|1|System Integration Office Input/Action|26
337|2|2023-07-20 14:37:00|2023-07-25 02:37:00|6|Sent to Region Hub|4
337|3|2023-07-25 02:37:00||16|Duplicate/Related To|372
338|1|2022-09-26 14:16:00|2022-10-01 17:16:00|2|Resolved - Action to Enterprise to Validate|5
338|2|2022-10-01 17:16:00||6|Coordinating with System Integration Office|669
339|1|2024-06-03 16:02:00|2024-06-26 01:02:00|5|Closed|22
339|2|2024-06-26 01:02:00|2024-06-27 01:02:00|16|Deleted/Error|1
339|3|2024-06-27 01:02:00||18|Open|34
340|1|2023-10-29 15:54:00|2023-11-28 18:54:00|4|Council|30
340|2|2023-11-28 18:54:00|2023-12-03 06:54:00|12|Pending Closure|4
340|3|2023-12-03 06:54:00|2024-01-11 18:54:00|13|System Integration Office Input/Action|39
340|4|2024-01-11 18:54:00||24|Pending Pre-Closure|202
341|1|2022-10-02 11:10:00|2022-10-07 14:10:00|2|Open|5
341|2|2022-10-07 14:10:00|2022-11-12 19:10:00|3|Closed|36
341|3|2022-11-12 19:10:00|2022-12-23 20:10:00|8|Archived|41
341|4|2022-12-23 20:10:00||12|Pending Coordination Team Closure|586
342|1|2023-08-24 10:14:00|2023-09-21 17:14:00|7|Transfer - Action to Enterprise|28
342|2|2023-09-21 17:14:00||14|Resolved/Completed|314
343|1|2022-08-01 14:16:00|2022-09-05 00:16:00|1|Deleted/Error|34
343|2|2022-09-05 00:16:00||3|Closed|695
344|1|2023-11-10 13:45:00|2023-11-28 15:45:00|6|Active Management|18
344|2|2023-11-28 15:45:00|2023-12-02 02:45:00|10|Coordination Team Intake|3
344|3|2023-12-02 02:45:00||14|Issue on Hold|242
345|1|2023-03-06 13:34:00|2023-03-20 23:34:00|7|Informatics Analysis|14
345|2|2023-03-20 23:34:00|2023-04-11 01:34:00|15|Duplicate/Related To|21
345|3|2023-04-11 01:34:00||23|Transfer - Action to Enterprise|477
347|1|2023-06-02 08:55:00|2023-07-01 10:55:00|8|Sent to Region Hub|29
347|2|2023-07-01 10:55:00|2023-07-13 15:55:00|18|Resolved - Action to Enterprise to Validate|12
347|3|2023-07-13 15:55:00|2023-08-12 00:55:00|28|Pending Coordination Team Closure|29
347|4|2023-08-12 00:55:00||38|Informatics Analysis|354
348|1|2023-03-04 08:28:00|2023-04-15 08:28:00|8|Active Management|42
348|2|2023-04-15 08:28:00||20|Closed|473
349|1|2022-12-31 09:10:00|2023-02-02 15:10:00|5|Pending Coordination Team Closure|33
349|2|2023-02-02 15:10:00|2023-03-03 03:10:00|7|Enterprise Input/Action|28
349|3|2023-03-03 03:10:00||11|Coordinating with System Integration Office|516
350|1|2023-05-23 11:55:00|2023-07-01 13:55:00|2|Intake|39
350|2|2023-07-01 13:55:00|2023-07-13 23:55:00|11|Informatics Analysis|12
350|3|2023-07-13 23:55:00||23|Sent to Region Hub|384
351|1|2024-04-14 10:47:00|2024-04-24 19:47:00|5|Active Management|10
351|2|2024-04-24 19:47:00|2024-06-08 01:47:00|12|Informatics Analysis|44
351|3|2024-06-08 01:47:00||15|System Integration Office Input/Action|53
352|1|2022-12-21 09:13:00|2023-01-15 13:13:00|2|Resolved - Action to Enterprise to Validate|25
352|2|2023-01-15 13:13:00|2023-01-31 01:13:00|5|Resolved - Action to Enterprise to Validate|15
352|3|2023-01-31 01:13:00||9|Pending Implementation|547
353|1|2023-08-14 13:09:00|2023-09-05 19:09:00|2|Transfer - Action to Enterprise|22
353|2|2023-09-05 19:09:00|2023-10-16 23:09:00|3|Transfer - Action to Enterprise|41
353|3|2023-10-16 23:09:00|2023-10-29 23:09:00|14|Council|13
353|4|2023-10-29 23:09:00||17|Active Plan Development|276
355|1|2023-12-17 16:47:00|2023-12-26 18:47:00|2|Resolved - Action to Enterprise to Validate|9
355|2|2023-12-26 18:47:00|2024-01-01 01:47:00|7|Resolved - Action to Enterprise to Validate|5
355|3|2024-01-01 01:47:00||10|Special Project|212
356|1|2023-01-14 14:30:00|2023-02-01 17:30:00|6|System Integration Office Input/Action|18
356|2|2023-02-01 17:30:00|2023-02-18 01:30:00|15|Sent to Region Hub|16
356|3|2023-02-18 01:30:00|2023-03-27 09:30:00|26|Archived|37
356|4|2023-03-27 09:30:00||27|Coordination Team Intake|492
357|1|2023-04-07 10:23:00|2023-05-04 22:23:00|8|Active Management|27
357|2|2023-05-04 22:23:00||19|System Integration Office Input/Action|454
358|1|2023-12-10 13:26:00|2023-12-15 17:26:00|8|Pending Closure|5
358|2|2023-12-15 17:26:00||20|Monitored|229
359|1|2022-06-18 14:03:00||8|Initial Review|774
360|1|2023-06-03 09:48:00|2023-06-18 19:48:00|1|Non Coordination Team Issue|15
360|2|2023-06-18 19:48:00|2023-07-28 20:48:00|4|Issue Engagement|40
360|3|2023-07-28 20:48:00||9|Transfer - Action to Enterprise|369
361|1|2023-02-07 15:57:00|2023-02-26 22:57:00|7|Monitored|19
361|2|2023-02-26 22:57:00||8|Active Plan Development|521
362|1|2023-03-26 14:14:00|2023-03-27 23:14:00|8|Deleted/Error|1
362|2|2023-03-27 23:14:00|2023-04-25 02:14:00|11|Pending Closure|28
362|3|2023-04-25 02:14:00||15|Open|463
363|1|2023-08-02 13:09:00|2023-09-14 19:09:00|6|Sent to Region Hub|43
363|2|2023-09-14 19:09:00||9|Enterprise Input/Action|321
365|1|2022-07-10 08:20:00||1|To Solutioning|752
366|1|2022-05-03 13:44:00|2022-06-04 14:44:00|8|Pending Closure|32
366|2|2022-06-04 14:44:00||14|Pending Acceptance|788
367|1|2024-06-14 16:32:00|2024-07-11 19:32:00|6|Transfer - Action to Enterprise|27
367|2|2024-07-11 19:32:00||16|System Integration Office Input/Action|20
368|1|2024-07-15 10:07:00|2024-07-25 12:07:00|6|Active Management|10
368|2|2024-07-25 12:07:00|2024-07-31 23:59:59|17|Issue Engagement|6
368|3|2024-07-31 23:59:59||20|Pending Acceptance|0
369|1|2022-08-15 11:30:00|2022-08-23 19:30:00|4|Deleted/Error|8
369|2|2022-08-23 19:30:00||12|Informatics Analysis|708
370|1|2024-05-30 08:39:00|2024-06-30 12:39:00|8|System Integration Office Input/Action|31
370|2|2024-06-30 12:39:00|2024-07-31 23:59:59|9|Monitored|31
370|3|2024-07-31 23:59:59||10|Enterprise Input/Action|0
371|1|2022-08-04 10:02:00|2022-08-07 21:02:00|2|Resolved/Completed|3
371|2|2022-08-07 21:02:00|2022-09-11 09:02:00|4|Enterprise Input/Action|34
371|3|2022-09-11 09:02:00|2022-09-29 15:02:00|11|Sent to Region Hub|18
371|4|2022-09-29 15:02:00||19|Pending Closure|671
373|1|2022-05-28 16:16:00|2022-06-09 01:16:00|6|Council|11
373|2|2022-06-09 01:16:00|2022-06-13 13:16:00|7|Pending Closure|4
373|3|2022-06-13 13:16:00|2022-07-08 14:16:00|12|Sent to Region Hub|25
373|4|2022-07-08 14:16:00||19|Pending Pre-Closure|754
374|1|2023-09-08 12:12:00|2023-10-09 13:12:00|5|Resolved/Completed|31
374|2|2023-10-09 13:12:00|2023-11-07 17:12:00|16|Deleted/Error|29
374|3|2023-11-07 17:12:00||19|Coordinating with Enterprise|267
375|1|2022-12-25 08:41:00|2022-12-31 17:41:00|6|Duplicate/Related To|6
375|2|2022-12-31 17:41:00||9|Coordinating with System Integration Office|578
376|1|2023-11-15 10:51:00|2023-11-27 13:51:00|1|Duplicate/Related To|12
376|2|2023-11-27 13:51:00||12|Open|247
377|1|2024-07-23 08:58:00|2024-07-31 23:59:59|5|Monitored|8
377|2|2024-07-31 23:59:59||8|Solution Implementation|0
378|1|2023-01-12 15:43:00|2023-02-26 20:43:00|8|Pending Coordination Team Closure|45
378|2|2023-02-26 20:43:00||12|Coordinating with Other (Described in Exec Sum)|521
379|1|2023-06-04 15:20:00||7|Issue Engagement|423
380|1|2023-02-21 16:36:00||6|Pending Closure|526
381|1|2024-02-13 10:55:00|2024-03-22 11:55:00|4|Monitored|38
381|2|2024-03-22 11:55:00|2024-05-01 21:55:00|16|Resolved - Action to Enterprise to Validate|40
381|3|2024-05-01 21:55:00|2024-06-04 05:55:00|22|Council|33
381|4|2024-06-04 05:55:00||25|Deleted/Error|57
382|1|2023-07-02 12:10:00||8|Initial Review|395
383|1|2024-05-25 08:33:00|2024-05-27 15:33:00|6|Enterprise Input/Action|2
383|2|2024-05-27 15:33:00|2024-06-06 02:33:00|12|Informatics Analysis|9
383|3|2024-06-06 02:33:00|2024-07-04 14:33:00|15|Non Coordination Team Issue|28
383|4|2024-07-04 14:33:00||16|Coordinating with Other (Described in Exec Sum)|27
384|1|2023-11-10 08:37:00|2023-11-12 20:37:00|7|Pending Coordination Team Closure|2
384|2|2023-11-12 20:37:00|2023-12-05 20:37:00|13|Pending Coordination Team Closure|23
384|3|2023-12-05 20:37:00||16|Coordinating with Enterprise|239
385|1|2023-01-16 09:03:00|2023-02-07 10:03:00|4|Archived|22
385|2|2023-02-07 10:03:00||13|Awaiting Information Response|540
386|1|2023-06-10 16:55:00|2023-06-21 04:55:00|1|Resolved/Completed|10
386|2|2023-06-21 04:55:00||3|Coordination Team Intake|406
387|1|2023-07-12 12:15:00|2023-07-28 19:15:00|8|Archived|16
387|2|2023-07-28 19:15:00||16|Pending Implementation|369
388|1|2022-06-25 11:05:00|2022-06-29 14:05:00|2|Active Management|4
388|2|2022-06-29 14:05:00||13|Active Plan Development|763
389|1|2022-08-25 08:24:00|2022-08-27 17:24:00|7|Transfer - Action to Enterprise|2
389|2|2022-08-27 17:24:00||17|Coordination Team Intake|704
390|1|2023-06-13 14:30:00|2023-07-04 02:30:00|1|Coordination Team Intake|20
390|2|2023-07-04 02:30:00||12|Non Coordination Team Issue|393
391|1|2023-10-30 16:47:00|2023-12-07 01:47:00|5|Open|37
391|2|2023-12-07 01:47:00||11|Coordinating with System Integration Office|237
392|1|2022-05-09 14:31:00||6|To Solutioning|814
393|1|2023-06-29 09:59:00|2023-08-03 11:59:00|3|Non Coordination Team Issue|35
393|2|2023-08-03 11:59:00|2023-09-03 13:59:00|6|Resolved - Action to Enterprise to Validate|31
393|3|2023-09-03 13:59:00||15|Enterprise Input/Action|332
395|1|2023-01-29 15:09:00||3|Pending Pre-Closure|549
396|1|2024-03-28 12:15:00|2024-04-02 22:15:00|4|Duplicate/Related To|5
396|2|2024-04-02 22:15:00|2024-04-05 00:15:00|13|Sent to Region Hub|2
396|3|2024-04-05 00:15:00||18|System Integration Office Input/Action|117
397|1|2022-06-10 10:12:00|2022-07-13 16:12:00|7|Pending Closure|33
397|2|2022-07-13 16:12:00|2022-07-24 23:12:00|10|Transfer - Action to Enterprise|11
397|3|2022-07-24 23:12:00||15|Solution Implementation|738
398|1|2024-01-15 12:17:00||8|Issue on Hold|198
399|1|2024-04-01 13:51:00|2024-05-07 01:51:00|3|Coordination Team Intake|35
399|2|2024-05-07 01:51:00||10|Pending Implementation|85
400|1|2023-02-13 14:43:00|2023-02-26 14:43:00|2|Resolved - Action to Enterprise to Validate|13
400|2|2023-02-26 14:43:00|2023-02-28 15:43:00|4|Archived|2
400|3|2023-02-28 15:43:00||10|Active Plan Development|519
401|1|2023-05-02 10:16:00|2023-06-04 12:16:00|2|Pending Closure|33
401|2|2023-06-04 12:16:00|2023-06-21 22:16:00|10|Sent to Region Hub|17
401|3|2023-06-21 22:16:00|2023-07-24 00:16:00|13|Deleted/Error|32
401|4|2023-07-24 00:16:00||21|Pending Pre-Closure|373
402|1|2024-03-04 09:53:00||7|Open|149
403|1|2022-09-14 16:35:00|2022-09-17 20:35:00|7|System Integration Office Input/Action|3
403|2|2022-09-17 20:35:00||13|Active Plan Development|683
404|1|2023-06-16 12:35:00|2023-06-21 21:35:00|6|Coordination Team Intake|5
404|2|2023-06-21 21:35:00||12|Intake Pending|406
406|1|2023-12-21 10:05:00|2024-01-18 19:05:00|5|Closed|28
406|2|2024-01-18 19:05:00|2024-02-12 19:05:00|14|Pending Coordination Team Closure|25
406|3|2024-02-12 19:05:00||22|Duplicate/Related To|170
407|1|2022-07-16 11:59:00|2022-07-21 18:59:00|5|Resolved/Completed|5
407|2|2022-07-21 18:59:00|2022-09-04 01:59:00|9|Informatics Analysis|44
407|3|2022-09-04 01:59:00|2022-09-21 10:59:00|21|Duplicate/Related To|17
407|4|2022-09-21 10:59:00||33|Closed|679
408|1|2024-01-07 11:05:00|2024-02-04 13:05:00|7|Resolved - Action to Enterprise to Validate|28
408|2|2024-02-04 13:05:00|2024-02-17 17:05:00|15|Pending Coordination Team Closure|13
408|3|2024-02-17 17:05:00||22|Resolved/Completed|165
409|1|2024-01-02 16:39:00|2024-02-07 00:39:00|1|Archived|35
409|2|2024-02-07 00:39:00||11|To Solutioning|175
410|1|2023-03-16 09:03:00|2023-03-24 19:03:00|5|Monitored|8
410|2|2023-03-24 19:03:00|2023-05-01 02:03:00|16|Resolved/Completed|37
410|3|2023-05-01 02:03:00||25|Resolved - Action to Enterprise to Validate|457
411|1|2023-10-28 15:18:00|2023-12-09 23:18:00|7|Resolved - Action to Enterprise to Validate|42
411|2|2023-12-09 23:18:00|2024-01-11 11:18:00|19|Non Coordination Team Issue|32
411|3|2024-01-11 11:18:00|2024-01-20 18:18:00|23|Active Management|9
411|4|2024-01-20 18:18:00||28|Coordinating with Other (Described in Exec Sum)|193
412|1|2022-12-19 12:20:00|2023-01-08 00:20:00|2|Transfer - Action to Enterprise|19
412|2|2023-01-08 00:20:00||5|Pending Coordination Team Closure|570
413|1|2024-01-02 15:20:00||3|Enterprise Input/Action|211
414|1|2023-11-10 08:19:00|2023-11-24 12:19:00|3|Council|14
414|2|2023-11-24 12:19:00||13|Closed|250
415|1|2022-07-03 14:21:00|2022-07-11 20:21:00|4|Resolved - Action to Enterprise to Validate|8
415|2|2022-07-11 20:21:00||15|Pending Acceptance|751
416|1|2023-01-09 08:36:00|2023-02-14 12:36:00|5|Council|36
416|2|2023-02-14 12:36:00||14|Issue Engagement|533
417|1|2022-12-03 15:43:00||1|Duplicate/Related To|606
418|1|2024-02-05 16:15:00||1|Pending Implementation|177
419|1|2022-06-08 15:36:00|2022-06-13 19:36:00|5|Coordination Team Intake|5
419|2|2022-06-13 19:36:00|2022-07-02 20:36:00|6|Open|19
419|3|2022-07-02 20:36:00|2022-08-13 05:36:00|11|Pending Closure|41
419|4|2022-08-13 05:36:00||12|To Solutioning|718
420|1|2023-07-19 14:29:00|2023-08-20 18:29:00|8|Active Management|32
420|2|2023-08-20 18:29:00|2023-09-06 00:29:00|14|Active Management|16
420|3|2023-09-06 00:29:00||26|Pending Implementation|329
421|1|2023-06-09 15:20:00|2023-06-17 01:20:00|4|Issue on Hold|7
421|2|2023-06-17 01:20:00||7|Council|410
422|1|2023-09-15 16:52:00|2023-10-08 17:52:00|5|Enterprise Input/Action|23
422|2|2023-10-08 17:52:00||17|Awaiting Information Response|297
423|1|2023-10-01 13:58:00|2023-10-31 19:58:00|3|Sent to Region Hub|30
423|2|2023-10-31 19:58:00||13|Coordinating with Council|274
424|1|2024-07-01 11:10:00|2024-07-31 23:59:59|4|Issue Engagement|30
424|2|2024-07-31 23:59:59||10|Coordinating with Other (Described in Exec Sum)|0
425|1|2022-11-27 13:20:00|2022-12-18 00:20:00|8|Sent to Region Hub|20
425|2|2022-12-18 00:20:00|2023-01-31 12:20:00|16|Sent to Region Hub|44
425|3|2023-01-31 12:20:00|2023-02-15 22:20:00|24|Monitored|15
425|4|2023-02-15 22:20:00||29|Open|532
426|1|2022-09-06 10:40:00|2022-10-19 12:40:00|3|System Integration Office Input/Action|43
426|2|2022-10-19 12:40:00|2022-10-28 23:40:00|4|Issue Engagement|9
426|3|2022-10-28 23:40:00||12|Coordinating with Enterprise|642
427|1|2024-06-05 15:40:00|2024-07-13 18:40:00|5|Issue Engagement|38
427|2|2024-07-13 18:40:00||6|Council|18
428|1|2023-01-17 15:02:00|2023-02-13 23:02:00|8|Deleted/Error|27
428|2|2023-02-13 23:02:00||11|Informatics Analysis|534
429|1|2024-06-19 08:26:00||5|Resolved - Action to Enterprise to Validate|42
430|1|2024-05-31 11:21:00|2024-06-18 13:21:00|6|Transfer - Action to Enterprise|18
430|2|2024-06-18 13:21:00|2024-06-29 17:21:00|8|Non Coordination Team Issue|11
430|3|2024-06-29 17:21:00||17|Closed|32
431|1|2023-12-22 09:20:00||7|Pending Acceptance|222
432|1|2024-05-01 10:44:00|2024-06-15 16:44:00|5|Duplicate/Related To|45
432|2|2024-06-15 16:44:00||15|Pending Pre-Closure|46
433|1|2023-11-21 08:45:00|2023-12-23 13:45:00|4|Monitored|32
433|2|2023-12-23 13:45:00|2024-01-09 01:45:00|6|Non Coordination Team Issue|16
433|3|2024-01-09 01:45:00|2024-02-14 05:45:00|9|Active Management|36
433|4|2024-02-14 05:45:00||13|Pending Closure|168
434|1|2022-06-08 11:40:00|2022-06-16 23:40:00|7|Archived|8
434|2|2022-06-16 23:40:00||18|Intake|776
436|1|2024-03-14 13:20:00||2|Pending Coordination Team Closure|139
437|1|2023-09-24 12:14:00|2023-10-27 17:14:00|1|Pending Closure|33
437|2|2023-10-27 17:14:00||3|Pending Coordination Team Closure|278
438|1|2023-07-13 13:46:00|2023-08-20 19:46:00|8|Pending Coordination Team Closure|38
438|2|2023-08-20 19:46:00|2023-08-24 19:46:00|9|Transfer - Action to Enterprise|4
438|3|2023-08-24 19:46:00||18|To Solutioning|342
439|1|2022-07-29 14:31:00|2022-08-10 19:31:00|4|Open|12
439|2|2022-08-10 19:31:00||12|Pending Pre-Closure|721
440|1|2024-06-14 12:37:00|2024-07-25 17:37:00|8|Closed|41
440|2|2024-07-25 17:37:00|2024-07-31 23:59:59|17|Council|6
440|3|2024-07-31 23:59:59||28|Issue Engagement|0
441|1|2023-04-06 12:33:00|2023-04-14 20:33:00|6|Coordination Team Intake|8
441|2|2023-04-14 20:33:00|2023-05-17 03:33:00|18|Duplicate/Related To|32
441|3|2023-05-17 03:33:00|2023-06-03 07:33:00|21|Sent to Region Hub|17
441|4|2023-06-03 07:33:00||28|Solution Implementation|424
442|1|2023-07-09 10:39:00|2023-08-16 17:39:00|7|Enterprise Input/Action|38
442|2|2023-08-16 17:39:00|2023-09-07 05:39:00|17|Enterprise Input/Action|21
442|3|2023-09-07 05:39:00||24|Intake Pending|328
443|1|2023-12-26 09:07:00|2023-12-29 19:07:00|8|Active Management|3
443|2|2023-12-29 19:07:00|2024-02-08 05:07:00|18|Intake|40
443|3|2024-02-08 05:07:00|2024-02-19 06:07:00|24|Duplicate/Related To|11
443|4|2024-02-19 06:07:00||30|Closed|163
444|1|2022-11-04 11:00:00|2022-11-27 16:00:00|7|Closed|23
444|2|2022-11-27 16:00:00||10|Special Project|612
445|1|2023-09-20 08:34:00||2|Open|315
446|1|2023-12-30 14:15:00|2024-02-13 16:15:00|4|Non Coordination Team Issue|45
446|2|2024-02-13 16:15:00|2024-02-15 21:15:00|7|Open|2
446|3|2024-02-15 21:15:00||15|Pending Implementation|167
447|1|2022-06-13 11:41:00|2022-07-09 17:41:00|1|Resolved/Completed|26
447|2|2022-07-09 17:41:00|2022-08-17 20:41:00|13|Archived|39
447|3|2022-08-17 20:41:00||18|Deleted/Error|714
448|1|2023-09-04 14:50:00|2023-10-19 22:50:00|2|Issue Engagement|45
448|2|2023-10-19 22:50:00||5|Coordinating with Council|286
449|1|2022-07-30 08:54:00|2022-08-22 08:54:00|6|Open|23
449|2|2022-08-22 08:54:00||10|Special Project|709
450|1|2023-10-06 12:54:00|2023-10-31 00:54:00|1|Duplicate/Related To|24
450|2|2023-10-31 00:54:00|2023-11-08 03:54:00|2|Issue on Hold|8
450|3|2023-11-08 03:54:00||13|To Solutioning|266
451|1|2023-07-20 12:10:00|2023-08-06 19:10:00|4|Open|17
451|2|2023-08-06 19:10:00|2023-09-07 23:10:00|9|Monitored|32
451|3|2023-09-07 23:10:00|2023-10-20 11:10:00|10|Non Coordination Team Issue|42
451|4|2023-10-20 11:10:00||11|Intake|285
452|1|2023-05-29 13:47:00|2023-06-06 00:47:00|7|Resolved/Completed|7
452|2|2023-06-06 00:47:00|2023-07-10 11:47:00|15|Informatics Analysis|34
452|3|2023-07-10 11:47:00|2023-07-19 14:47:00|23|Non Coordination Team Issue|9
452|4|2023-07-19 14:47:00||25|Coordinating with Enterprise|378
453|1|2022-09-01 11:36:00|2022-09-08 15:36:00|3|Monitored|7
453|2|2022-09-08 15:36:00||7|Coordinating with Enterprise|692
454|1|2024-05-05 08:07:00|2024-05-22 12:07:00|8|System Integration Office Input/Action|17
454|2|2024-05-22 12:07:00|2024-05-30 21:07:00|11|Intake|8
454|3|2024-05-30 21:07:00||19|Transfer - Action to Enterprise|62
455|1|2024-06-28 13:00:00|2024-07-26 18:00:00|4|Duplicate/Related To|28
455|2|2024-07-26 18:00:00|2024-07-31 23:59:59|12|Resolved - Action to Enterprise to Validate|5
455|3|2024-07-31 23:59:59||21|Active Management|0
456|1|2022-11-13 15:14:00|2022-11-16 01:14:00|2|Pending Closure|2
456|2|2022-11-16 01:14:00||10|Awaiting Information Response|623
457|1|2022-05-13 16:40:00|2022-06-13 04:40:00|8|Sent to Region Hub|30
457|2|2022-06-13 04:40:00|2022-07-24 12:40:00|15|Deleted/Error|41
457|3|2022-07-24 12:40:00||26|Active Plan Development|738
458|1|2024-04-30 13:52:00||4|Awaiting Information Response|92
459|1|2023-10-11 13:09:00|2023-10-28 14:09:00|2|Transfer - Action to Enterprise|17
459|2|2023-10-28 14:09:00||9|Pending Coordination Team Closure|277
460|1|2024-06-14 10:34:00|2024-07-24 19:34:00|5|System Integration Office Input/Action|40
460|2|2024-07-24 19:34:00||17|Coordinating with System Integration Office|7
461|1|2023-05-14 08:56:00|2023-06-23 10:56:00|3|Open|40
461|2|2023-06-23 10:56:00||13|System Integration Office Input/Action|404
462|1|2024-07-06 12:31:00||7|To Solutioning|25
463|1|2023-12-05 09:26:00||6|Council|239
464|1|2024-04-22 14:00:00|2024-04-25 23:00:00|1|Duplicate/Related To|3
464|2|2024-04-25 23:00:00||13|Coordinating with Other (Described in Exec Sum)|97
465|1|2024-05-15 12:56:00||7|Active Plan Development|77
466|1|2024-05-05 10:12:00||3|Deleted/Error|87
467|1|2023-05-12 12:22:00|2023-06-13 13:22:00|7|Sent to Region Hub|32
467|2|2023-06-13 13:22:00|2023-06-18 15:22:00|16|Enterprise Input/Action|5
467|3|2023-06-18 15:22:00|2023-07-09 21:22:00|28|Duplicate/Related To|21
467|4|2023-07-09 21:22:00||33|Coordinating with Other (Described in Exec Sum)|388
468|1|2024-05-18 10:37:00||6|Coordinating with System Integration Office|74
469|1|2023-09-07 10:45:00|2023-09-23 21:45:00|6|Non Coordination Team Issue|16
469|2|2023-09-23 21:45:00|2023-10-18 22:45:00|11|Enterprise Input/Action|25
469|3|2023-10-18 22:45:00||23|Active Management|287
470|1|2023-08-16 13:53:00||6|Intake Pending|350
471|1|2022-11-23 15:13:00|2022-12-13 19:13:00|3|Closed|20
471|2|2022-12-13 19:13:00|2023-01-18 01:13:00|9|Archived|35
471|3|2023-01-18 01:13:00|2023-01-24 12:13:00|17|Informatics Analysis|6
471|4|2023-01-24 12:13:00||29|Solution Implementation|554
472|1|2023-10-13 14:06:00|2023-10-14 16:06:00|1|Intake|1
472|2|2023-10-14 16:06:00||8|Pending Closure|291
473|1|2024-01-21 08:35:00||7|Resolved - Action to Enterprise to Validate|192
474|1|2023-08-19 08:40:00|2023-09-14 12:40:00|5|Informatics Analysis|26
474|2|2023-09-14 12:40:00|2023-09-15 22:40:00|17|Resolved/Completed|1
474|3|2023-09-15 22:40:00||25|Coordinating with Council|320
475|1|2023-01-24 14:31:00|2023-02-25 19:31:00|3|Archived|32
475|2|2023-02-25 19:31:00|2023-03-01 07:31:00|8|Issue on Hold|3
475|3|2023-03-01 07:31:00|2023-03-04 10:31:00|19|Coordination Team Intake|3
475|4|2023-03-04 10:31:00||24|Initial Review|515
476|1|2022-12-10 08:19:00|2023-01-06 19:19:00|3|Deleted/Error|27
476|2|2023-01-06 19:19:00|2023-02-03 21:19:00|13|Monitored|28
476|3|2023-02-03 21:19:00|2023-03-04 07:19:00|24|Archived|28
476|4|2023-03-04 07:19:00||35|Closed|515
477|1|2023-03-16 14:02:00|2023-04-03 22:02:00|1|Open|18
477|2|2023-04-03 22:02:00|2023-05-03 01:02:00|7|Archived|29
477|3|2023-05-03 01:02:00|2023-05-24 11:02:00|12|Closed|21
477|4|2023-05-24 11:02:00||15|Pending Coordination Team Closure|434
478|1|2023-07-17 09:47:00|2023-08-21 09:47:00|2|Deleted/Error|35
478|2|2023-08-21 09:47:00|2023-08-26 11:47:00|11|Non Coordination Team Issue|5
478|3|2023-08-26 11:47:00||16|Issue on Hold|340
